"nta_name","location_name","latitude","longitude"
"Clinton","JHS 017 La Salle","40.7614","-73.988"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","The Urban Assembly School for Law and Justice","40.694629","-73.988323"
"Rugby-Remsen Village","P.S. 219 Kennedy-King","40.658834","-73.922296"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","New Visions Charter High School for Advanced Math","40.593157","-73.936635"
"East Tremont","Kappa III","40.846128","-73.886721"
"Eastchester-Edenwald-Baychester","Baychester Middle School","40.886002","-73.839682"
"West Farms-Bronx River","Mott Hall V","40.832508","-73.878191"
"Mott Haven-Port Morris","P.S. 030 Wilton","40.809023","-73.917417"
"Hunters Point-Sunnyside-West Maspeth","Robert F. Wagner, Jr. Secondary School for Arts an","40.742217","-73.936442"
"Melrose South-Mott Haven North","J.H.S. 162 Lola Rodriguez De Tio","40.814857","-73.912038"
"Rego Park","P.S. 174 William Sidney Mount","40.720583","-73.861462"
"Melrose South-Mott Haven North","P.S. 5 Port Morris","40.813896","-73.908358"
"Park Slope-Gowanus","Park Slope Collegiate","40.669255","-73.97858"
"East Concourse-Concourse Village","P.S. 156 Benjamin Banneker","40.8222","-73.9204"
"Manhattanville","P.S. 161 Pedro Albizu Campos","40.817719","-73.952476"
"East New York (Pennsylvania Ave)","P.S. 149 Danny Kaye","40.669361","-73.89276"
"Port Richmond","Port Richmond School for Visionary Learning","40.624781","-74.142526"
"Upper West Side","Innovation Diploma Plus","40.786134","-73.974483"
"Flatbush","P.S. 361 East Flatbush Early Childhood School","40.637625","-73.947672"
"Fordham South","East Fordham Academy for the Arts","40.859496","-73.90049"
"Washington Heights North","Success Academy Charter School - Washington Height","40.85765","-73.935231"
"Great Kills","Lois and Richard Nicotra Early College Charter Sch","40.552293","-74.166566"
"East Tremont","P.S. 211","40.843705","-73.890145"
"Bensonhurst East","The Academy of Talented Scholars","40.606994","-73.986678"
"Carroll Gardens-Columbia Street-Red Hook","Red Hook Neighborhood School","40.677914","-74.005151"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Cobble Hill School of American Studies","40.684869","-73.990884"
"Longwood","Girls Preparatory Charter School of the Bronx","40.816078","-73.901599"
"Bensonhurst West","P.S. 204 Vince Lombardi","40.613535","-74.006137"
"Central Harlem North-Polo Grounds","Thurgood Marshall Academy for Learning and Social","40.815237","-73.944299"
"Central Harlem North-Polo Grounds","Global Community Charter School","40.81698","-73.934951"
"Greenpoint","P.S. 110 The Monitor","40.723743","-73.941926"
"Hammels-Arverne-Edgemere","P.S./M.S 042 R. Vernam","40.594358","-73.794804"
"Ozone Park","P.S. 377","40.668083","-73.83685"
"Hamilton Heights","P.S./I.S. 210 - Twenty-first Century Academy for C","40.830004","-73.944666"
"East Concourse-Concourse Village","Bronx Global Learning Institute for Girls Charter","40.823014","-73.922527"
"Manhattanville","Hamilton Grange Middle School","40.82051","-73.952023"
"Central Harlem South","P.S. 149 Sojourner Truth","40.802649","-73.948088"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","I.S. 915","40.695444","-73.986105"
"Melrose South-Mott Haven North","P.S. 025 Bilingual School","40.812895","-73.905751"
"Maspeth","Maspeth High School","40.729104","-73.887909"
"Central Harlem North-Polo Grounds","New School HS D5","40.807019","-73.938714"
"West Brighton","I.S. 303 Herbert S. Eisenberg","40.582518","-73.972009"
"Upper West Side","Frank McCourt High School","40.786134","-73.974483"
"East Tremont","P.S. 057 Crescent","40.848748","-73.888987"
"Richmond Hill","21ST CENTURY SCHOOL OF RICHMOND HILL","40.695171","-73.833815"
"East New York","Vista Academy","40.677112","-73.884211"
"Carroll Gardens-Columbia Street-Red Hook","P.S. 029 John M. Harrigan","40.686843","-73.997447"
"Crown Heights North","Explore Empower Charter School","40.67271","-73.928917"
"East Tremont","Children's Aid College Prep Charter School","40.843705","-73.890145"
"Bayside-Bayside Hills","P.S. 031 Bayside","40.757701","-73.768994"
"Ozone Park","M.S. 137 America's School of Heroes","40.678112","-73.839377"
"Crown Heights South","P.S. 241 Emma L. Johnston","40.668913","-73.960924"
"Stuyvesant Heights","Excellence Girls Charter School","40.6881","-73.924422"
"Parkchester","Bronx Charter School for Excellence","40.834025","-73.858533"
"Battery Park City-Lower Manhattan","Stuyvesant High School","40.718025","-74.013921"
"Turtle Bay-East Midtown","The River School","40.744288","-73.972592"
"East Harlem North","P.S. 206 Jose Celso Barbosa","40.796889","-73.930528"
"Morrisania-Melrose","NYC Autism Charter School Bronx","40.828406","-73.900121"
"Sunset Park East","The School For Future Leaders","40.632143","-74.007533"
"Dyker Heights","P.S. 127 Mckinley Park","40.623687","-74.018429"
"Bushwick North","The Academy of Urban Planning and Engineering","40.696457","-73.911751"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","P.S. K369 - Coy L. Cox School","40.687432","-73.983312"
"East Concourse-Concourse Village","The College Avenue Academy","40.832022","-73.91435"
"Prospect Lefferts Gardens-Wingate","I.S. 232 The Winthrop","40.6584","-73.929"
"West Village","Harvest Collegiate High School","40.736416","-73.995731"
"Central Harlem North-Polo Grounds","Democracy Prep Charter School","40.813532","-73.938347"
"Morningside Heights","P.S. 125 Ralph Bunche","40.810793","-73.955722"
"Midtown-Midtown South","Community Preparatory High School","40.7444","-73.9848"
"Crotona Park East","P.S. X811","40.830552","-73.886798"
"Briarwood-Jamaica Hills","Queens Collegiate: A College Board School","40.714551","-73.798658"
"Woodhaven","P.S. 097 Forest Park","40.694232","-73.860031"
"Crotona Park East","J.H.S. 098 Herman Ridder","40.836245","-73.890591"
"Claremont-Bathgate","Kappa","40.833493","-73.903951"
"East New York (Pennsylvania Ave)","Performing Arts and Technology High School","40.666868","-73.895122"
"Spuyten Duyvil-Kingsbridge","Tech International Charter School","40.880738","-73.907295"
"Crown Heights North","The Brooklyn Green School","40.674491","-73.928673"
"Borough Park","P.S. 105 The Blythebourne","40.63332","-74.003635"
"Maspeth","P.S. 153 Maspeth Elem","40.716296","-73.904463"
"Central Harlem South","P.S. 242 - The Young Diplomats Magnet Academy","40.806055","-73.948385"
"Glen Oaks-Floral Park-New Hyde Park","P.S. Q993","40.734266","-73.708617"
"Starrett City","P.S. 346 Abe Stark","40.64664","-73.881997"
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Susan E. Wagner High School","40.588985","-74.130819"
"Van Nest-Morris Park-Westchester Square","Bronx Charter School for Excellence II","40.845897","-73.864154"
"Williamsbridge-Olinville","New World High School","40.888242","-73.852714"
"Williamsbridge-Olinville","Bronx Lab School","40.875172","-73.861649"
"Hunters Point-Sunnyside-West Maspeth","Hunters Point Community Middle School","40.742964","-73.959183"
"Crown Heights North","Boys and Girls High School","40.678478","-73.931604"
"Washington Heights North","High School for Law and Public Service","40.856532","-73.92606"
"Oakland Gardens","P.S. 188 Kingsbury","40.736063","-73.753985"
"Bedford","P.S. 380 John Wayne Elementary","40.70179","-73.953702"
"Fort Greene","Community Roots Charter School","40.695339","-73.977674"
"Gravesend","John Dewey High School","40.58807","-73.981925"
"Murray Hill-Kips Bay","Manhattan Academy For Arts & Language","40.74651","-73.98107"
"Lenox Hill-Roosevelt Island","Vanguard High School","40.765638","-73.959777"
"East Tremont","P.S. 092 Bronx","40.846205","-73.889602"
NULL,"P.S. Q256",NULL,NULL
"Crown Heights North","P.S. 243K- The Weeksville School","40.675675","-73.935093"
"Fresh Meadows-Utopia","P.S. Q004","40.7417","-73.778118"
"Corona","High School for Arts and Business","40.737673","-73.853412"
"Bushwick North","J.H.S. 162 The Willoughby","40.706816","-73.919643"
"East New York","P.S. K004","40.6585","-73.879276"
"Flatbush","School of Science & Technology","40.632619","-73.954269"
"Lower East Side","Bard High School Early College","40.718276","-73.976093"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","P.S./M.S. 114 Belle Harbor","40.577552","-73.854364"
"Port Richmond","P.S. 21 Margaret Emery-Elm Park","40.631165","-74.144599"
"Ft. Totten-Bay Terrace-Clearview","P.S. 169 Bay Terrace","40.782331","-73.77843"
"SoHo-TriBeCa-Civic Center-Little Italy","P.S. 130 Hernando De Soto","40.71866","-73.998326"
"West New Brighton-New Brighton-St. George","P.S. R373","40.64118","-74.095454"
"Clinton","Urban Assembly School of Design and Construction,","40.765474","-73.9927"
"Ocean Hill","P.S. 073 Thomas S. Boyland","40.680679","-73.910719"
"Eastchester-Edenwald-Baychester","P.S. 078 Anne Hutchinson","40.878474","-73.850563"
"Whitestone","P.S. 079 Francis Lewis","40.786201","-73.817338"
"Springfield Gardens North","Queens Preparatory Academy","40.66903","-73.757744"
"Williamsbridge-Olinville","Leaders of Tomorrow","40.880649","-73.860126"
"Briarwood-Jamaica Hills","High School for Community Leadership","40.714551","-73.798658"
"Park Slope-Gowanus","P.S. K077","40.678809","-73.976648"
"Glen Oaks-Floral Park-New Hyde Park","P.S. Q224","40.749556","-73.721594"
"Claremont-Bathgate","Icahn Charter School 6","40.841758","-73.897943"
"Hunters Point-Sunnyside-West Maspeth","Academy of Finance and Enterprise","40.744175","-73.937004"
"Fordham South","Elementary School for Math, Science, and Technolog","40.855337","-73.903139"
"Bushwick North","P.S. 376","40.69805","-73.920187"
"Hunts Point","P.S. 048 Joseph R. Drake","40.814034","-73.886834"
"Clinton Hill","J.H.S. 117 Francis Scott Key","40.6926","-73.9588"
"Ocean Hill","P.S./ I.S. 155 Nicholas Herkimer","40.677634","-73.908682"
"East Concourse-Concourse Village","P.S. 053 Basheer Quisim","40.832648","-73.911906"
"Lower East Side","University Neighborhood Middle School","40.713362","-73.986051"
"Park Slope-Gowanus","P.S. 107 John W. Kimball","40.662945","-73.981181"
"Clinton","Borough Academies","40.7683","-73.9891"
"West Concourse","Rosalyn Yalow Charter School","40.836679","-73.91735"
"Battery Park City-Lower Manhattan","Lower Manhattan Community Middle School","40.705688","-74.013303"
"East New York (Pennsylvania Ave)","FDNY - Captain Vernon A. Richard High School for F","40.666868","-73.895122"
"Borough Park","P.S. 160 William T. Sampson","40.636932","-73.999045"
"Lower East Side","Collaborative Academy of Science, Technology, & La","40.713362","-73.986051"
"Glen Oaks-Floral Park-New Hyde Park","The James J. Ambrose School","40.744201","-73.709404"
"Mott Haven-Port Morris","P.S. 065 Mother Hale Academy","40.807916","-73.912557"
"Spuyten Duyvil-Kingsbridge","Kingsbridge Innovative Design Charter School (KIDC","0","0"
"Rugby-Remsen Village","Kurt Hahn Expeditionary Learning School","40.647728","-73.922212"
"East New York","P.S. 158 Warwick","40.67259","-73.885214"
"Hammels-Arverne-Edgemere","Lighthouse Elementary School","40.594738","-73.766846"
"Mott Haven-Port Morris","Samuel Gompers Career and Technical Education High","40.810671","-73.907528"
"Mott Haven-Port Morris","JHS 149 Elijah Clark","40.814","-73.9208"
"Homecrest","P.S. 215 Morris H. Weiss","40.602722","-73.970171"
"West Village","Legacy School for Integrated Studies","40.736416","-73.995731"
"Stuyvesant Heights","P.S. 304 Casimir Pulaski","40.6941","-73.9408"
"Brownsville","IS 275 Thelma J. Hamilton","40.6566","-73.9074"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","P.S. 225 Seaside","40.580907","-73.83109"
"Erasmus","Success Academy Charter School - Flatbush","40.64879","-73.957501"
"Laurelton","The Gordon Parks School","40.67507","-73.736232"
"Rugby-Remsen Village","Middle School for Art and Philosophy","40.657712","-73.919818"
"Mount Hope","Innovative School Of Excellence At The Angelo Patr","40.854257","-73.897404"
"Old Astoria","Academy for New Americans","40.766898","-73.923044"
"Grasmere-Arrochar-Ft. Wadsworth","Naples Street Elementary School","40.60265","-74.090245"
"Clinton","Facing History School, The","40.765474","-73.9927"
"Queens Village","P.S. 033 Edward M. Funk","40.727172","-73.734102"
"Mott Haven-Port Morris","IS 222","40.81","-73.9178"
"Hudson Yards-Chelsea-Flatiron-Union Square","New York City Lab Middle School for Collaborative","40.742512","-74.002222"
"East Harlem North","P.S. 102 Jacques Cartier","40.795","-73.938418"
"East Flatbush-Farragut","P.S. 181 Brooklyn","40.648217","-73.945883"
"Baisley Park","Queens Transition Center","40.683473","-73.800875"
"Longwood","Bronx Latin","40.826933","-73.900593"
"Oakwood-Oakwood Beach","P.S. 050 Frank Hankinson","40.560954","-74.124332"
"Auburndale","World Journalism Preparatory: A College Board Scho","40.764884","-73.789365"
"Soundview-Bruckner","The Dr. Emmett W. Bassett School","40.828474","-73.857392"
"Queens Village","Jean Nuzzi Intermediate School","40.720074","-73.746375"
"Ocean Parkway South","P.S. 099 Isaac Asimov","40.621474","-73.966031"
"Mount Hope","P.S. 236 Langston Hughes","40.848907","-73.909936"
"Chinatown","P.S. 020 Anna Silver","40.721305","-73.986312"
"Van Cortlandt Village","JHS 143 John Peter Tetard","40.8759","-73.9011"
"East Village","The STAR Academy - P.S.63","40.72444","-73.986214"
"Brownsville","General D. Chappie James Elementary School of Scie","40.659618","-73.913508"
"Oakland Gardens","Benjamin N. Cardozo High School","40.752343","-73.757271"
"Morrisania-Melrose","High School for Violin and Dance","40.827455","-73.90392"
"Queensbridge-Ravenswood-Long Island City","Academy of American Studies","40.751144","-73.937564"
"East Village","Neighborhood School","40.72444","-73.986214"
"Astoria","I.S. 010 Horace Greeley","40.760122","-73.911962"
"Van Cortlandt Village","The Marie Curie School for Medicine, Nursing, and","40.875636","-73.901565"
"Co-op City","P.S. 160 Walt Disney","40.864073","-73.823816"
"Flatbush","P.S. K315","40.632619","-73.954269"
"Crown Heights North","Academy for Health Careers","40.675905","-73.939282"
"Upper West Side","P.S. M811 - Mickey Mantle School","40.78633","-73.979217"
"East New York","J.H.S. 218 James P. Sinnott","40.67002","-73.874537"
"Schuylerville-Throgs Neck-Edgewater Park","Throggs Neck High School","40.839775","-73.839583"
"West Farms-Bronx River","P.S. 195","40.830811","-73.877305"
"Bushwick North","All City Leadership Secondary School","40.697378","-73.913172"
"East Harlem South","The Lexington Academy","40.791444","-73.94745"
"Eastchester-Edenwald-Baychester","Bronx Charter School for Better Learning","40.884371","-73.839288"
"Greenpoint","Citizens of the World Charter School 1 Williamsbur","40.719818","-73.947932"
"Windsor Terrace","Brooklyn Prospect Charter School 15.2","40.647893","-73.97872"
"Bellerose","P.S. 018 Winchester","40.731853","-73.73229"
"Mott Haven-Port Morris","P.S. 154 Jonathan D. Hyatt","40.808194","-73.925459"
"Claremont-Bathgate","P.S. 132 Garret A. Morgan","40.832175","-73.907133"
"park-cemetery-etc-Brooklyn","P.S. 277 Gerritsen Beach","40.595798","-73.92785"
"Stapleton-Rosebank","P.S. 014 Cornelius Vanderbilt","40.622415","-74.079228"
"East Tremont","P.S. 067 Mohegan School","40.843781","-73.884192"
"Steinway","P.S. 122 Mamie Fay","40.780507","-73.915785"
"Bedford","New Dawn Charter High School","40.691606","-73.946093"
"Eastchester-Edenwald-Baychester","NORTH BRONX ACADEMY","40.886002","-73.839682"
"Melrose South-Mott Haven North","Alfred E. Smith Career and Technical Education Hig","40.818645","-73.919949"
"East New York","J.H.S. 302 Rafael Cordero","40.677112","-73.884211"
"Van Cortlandt Village","Bronx Collaborative High School","40.879958","-73.889011"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","I.S. 98 Bay Academy","40.583893","-73.954047"
"Mott Haven-Port Morris","South Bronx Charter School for International Cultu","40.803052","-73.918037"
"Rossville-Woodrow","P.S. 56 The Louis Desario School","40.541856","-74.213943"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","P.S. 254 Dag Hammarskjold","40.591103","-73.95155"
"Fordham South","Creston Academy","40.855337","-73.903139"
"Brownsville","Leadership Preparatory Brownsville Charter School","40.655644","-73.906662"
"Upper West Side","M.S. 243 Center School","40.785234","-73.974256"
"Marble Hill-Inwood","Washington Heights Academy","40.865575","-73.921631"
"Flatlands","P.S. 326","40.628417","-73.92825"
"Washington Heights North","High School for Health Careers and Sciences","40.856532","-73.92606"
"Van Cortlandt Village","P.S. 315 Lab School","40.873659","-73.900068"
"Far Rockaway-Bayswater","Far Rockaway High School","40.601537","-73.763995"
"Gramercy","International High School at Union Square","40.735361","-73.987064"
"Spuyten Duyvil-Kingsbridge","International Leadership Charter High School","40.880853","-73.909955"
"Morrisania-Melrose","P.S. 002 Morrisania","40.83093","-73.901859"
"Grymes Hill-Clifton-Fox Hills","P.S. 35 The Clove Valley School","40.613548","-74.098994"
"East Harlem North","P.S. 083 Luis Munoz Rivera","40.793363","-73.941955"
"Lincoln Square","Urban Assembly School for Media Studies, The","40.774891","-73.985608"
"Allerton-Pelham Gardens","Bronx Charter School for Better Learning II","40.863842","-73.836525"
"Claremont-Bathgate","Bronx Preparatory Charter School","40.839072","-73.900123"
"Yorkville","Life Sciences Secondary School","40.783286","-73.945933"
"Gramercy","Success Academy Union Square (Manhattan 1)","40.735361","-73.987064"
"Clinton","Business Of Sports School","40.763655","-73.990318"
"Ocean Hill","Ocean Hill Collegiate Charter School","40.678124","-73.915106"
"University Heights-Morris Heights","I.S. X303 Leadership & Community Service","40.849416","-73.915217"
"Crown Heights North","New Eagle Academy at K455","40.678478","-73.931604"
"Lower East Side","The East Village Community School","40.727537","-73.978254"
"East New York (Pennsylvania Ave)","World Academy for Total Community Health High Scho","40.666868","-73.895122"
"Clinton","Food and Finance High School","40.765474","-73.9927"
"East Elmhurst","I.S. 227 Louis Armstrong","40.757567","-73.874614"
"Springfield Gardens North","New Visions Charter High School for Advanced Math","40.673949","-73.782684"
"Park Slope-Gowanus","Cyberarts Studio Academy","40.669255","-73.97858"
"New Springville-Bloomfield-Travis","P.S. 060 Alice Austen","40.610604","-74.162634"
"Rugby-Remsen Village","Cultural Academy for the Arts and Sciences","40.647728","-73.922212"
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn Collaborative Studies","40.679462","-74.002022"
"Gramercy","M.S. 255 Salk School of Science","40.735328","-73.981536"
"East Tremont","Providing Urban Learners Success In Education High","40.848385","-73.893744"
"Homecrest","P.S. 153 Homecrest","40.601179","-73.960027"
"Bedford","Beginning With Children Charter School","40.695397","-73.959999"
"Sunset Park West","P.S. 024","40.652832","-74.004533"
"Annadale-Huguenot-Prince's Bay-Eltingville","P.S. 005 Huguenot","40.529389","-74.187276"
"Manhattanville","P.S. 325","40.82051","-73.952023"
"Washington Heights South","Community Math & Science Prep","40.836982","-73.937263"
"Stuyvesant Heights","Unity Prep Charter School","40.686213","-73.940859"
"Manhattanville","The Urban Assembly Institute for New Technologies","40.815747","-73.95552"
"Lower East Side","P.S. 184m Shuang Wen","40.711125","-73.985438"
"Flatbush","P.S. 217 Colonel David Marcus School","40.633482","-73.966442"
"Crown Heights North","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo","40.682949","-73.930132"
"Rugby-Remsen Village","P.S. 770 New American Academy","40.663388","-73.927979"
"Manhattanville","Teachers College Community School","40.812428","-73.953317"
"Washington Heights South","Harbor Heights","40.845459","-73.939785"
"park-cemetery-etc-Brooklyn","Brooklyn Lab School","40.693002","-73.869305"
"East Concourse-Concourse Village","P.S. X088 - S. Silverstein Little Sparrow School","40.837019","-73.913523"
"Seagate-Coney Island","P.S. 288 The Shirley Tanyhill","40.574029","-73.992393"
"Melrose South-Mott Haven North","Bronx Institute For Automotive Technology","40.818645","-73.919949"
"Melrose South-Mott Haven North","South Bronx Hs","40.8184","-73.911"
"Washington Heights North","Professor Juan Bosch Public School","40.85924","-73.928301"
"Canarsie","Olympus Academy","40.645965","-73.898607"
"Greenpoint","Northside Charter High School","40.719818","-73.947932"
"University Heights-Morris Heights","P.S. 226","40.855822","-73.916076"
"Upper East Side-Carnegie Hill","P.S. M169 - Robert F. Kennedy","40.780798","-73.955594"
"Melrose South-Mott Haven North","Hostos-Lincoln Academy of Science","40.814857","-73.912038"
"Schuylerville-Throgs Neck-Edgewater Park","Renaissance High School for Musical Theater and th","40.839775","-73.839583"
"East Village","Technology, Arts, and Sciences Studio","40.730009","-73.984496"
"Brownsville","Kappa V (Knowledge and Power Preparatory Academy)","40.655644","-73.906662"
"Belmont","Theodore Roosevelt Hs","40.86","-73.8881"
"Longwood","Metropolitan High School, The","40.827539","-73.896925"
"Central Harlem South","P.S. 076 A. Philip Randolph","40.806534","-73.951451"
"Washington Heights South","JHS 164 Edward W Stitt","40.8366","-73.9373"
"Chinatown","Urban Assembly Academy of Government and Law, The","40.717329","-73.989329"
"East New York (Pennsylvania Ave)","High School for Civil Rights","40.666868","-73.895122"
"Prospect Lefferts Gardens-Wingate","P.S. 092 Adrian Hegeman","40.656276","-73.95381"
"Astoria","Albert Shanker School for Visual and Performing Ar","40.766008","-73.92999"
"Williamsbridge-Olinville","P.S. 021 Philip H. Sheridan","40.887888","-73.85942"
"Bushwick South","Achievement First North Brooklyn Prep Charter Scho","40.693542","-73.915159"
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx Academy High School","40.820486","-73.881187"
"Bensonhurst East","P.S. 97 The Highlawn","40.601191","-73.98557"
"Woodlawn-Wakefield","The Matilda Avenue School","40.901436","-73.854402"
"Murray Hill","Elm Community Charter School","40.766487","-73.816232"
"Upper West Side","P.S. 163 Alfred E. Smith","40.795163","-73.96847"
"Rugby-Remsen Village","It Takes a Village Academy","40.647728","-73.922212"
"Hunts Point","M.S. X201","40.8155","-73.8858"
"Corona","P.S. 28 - The Thomas Emanuel Early Childhood Cente","40.747017","-73.854268"
"Bensonhurst West","P.S. 128 Bensonhurst","40.60498","-73.995084"
"Bushwick South","EBC High School for Public Service - Bushwick","40.694723","-73.929315"
"Kensington-Ocean Parkway","P.S. 179 Kensington","40.640127","-73.97726"
"East Harlem North","Success Academy Charter School - Harlem 2","40.805653","-73.935461"
"Central Harlem South","Success Academy Charter School - Harlem 1","40.802649","-73.948088"
"Mount Hope","P.S. 070 Max Schoenfeld","40.844236","-73.90807"
"Central Harlem North-Polo Grounds","P.S. 200- The James McCune Smith School","40.823988","-73.935746"
"Brownsville","P.S. 184 Newport","40.660385","-73.905004"
"Glendale","P.S. 091 Richard Arkwright","40.703503","-73.883995"
"Lower East Side","PS 196 Umbrella","40.7195","-73.9777"
"Flatlands","P.S. 119 Amersfort","40.626038","-73.938733"
"Turtle Bay-East Midtown","P.S. 059 Beekman Hill International","40.759248","-73.967204"
"Bedford","JHS 033 Mark Hopkins","40.6971","-73.9466"
"East Harlem North","M.S. 45/S.T.A.R.S. Prep Academy","40.799265","-73.93374"
"Melrose South-Mott Haven North","P.S. 161 Juan Ponce De Leon School","40.814168","-73.905233"
"Melrose South-Mott Haven North","Bronx Design and Construction Academy","40.818645","-73.919949"
"Soundview-Castle Hill-Clason Point-Harding Park","Gateway School for Environmental Research and Tech","40.821218","-73.85593"
"Springfield Gardens South-Brookville","Community Voices Middle School","40.664809","-73.759396"
"East New York","School Of Integrated Academics And Performing Arts","40.659934","-73.885704"
"Rugby-Remsen Village","East Brooklyn Community High School","40.659914","-73.920658"
"Midwood","Andries Hudde","40.623788","-73.946836"
"East Tremont","I.S. X318 Math, Science & Technology Through Arts","40.843705","-73.890145"
"Longwood","Dr. Richard Izquierdo Health and Science Charter S","40.826933","-73.900593"
"East New York","P.S. 306 Ethan Allen","40.65534","-73.88662"
"East Tremont","IS 191","40.8458","-73.8862"
"Brighton Beach","William E. Grady Career and Technical Education Hi","40.583263","-73.963764"
"Bellerose","P.S./I.S. 208","40.744276","-73.727632"
"Bushwick South","P.S. 145 Andrew Jackson","40.701107","-73.932388"
"park-cemetery-etc-Brooklyn","Cypress Hills Collegiate Preparatory School","40.693002","-73.869305"
"Kensington-Ocean Parkway","M.S. 890","40.644861","-73.97101"
"Mott Haven-Port Morris","Readnet Bronx Charter School","40.8149","-73.917"
"Washington Heights South","P.S. 004 Duke Ellington","40.834877","-73.941594"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","P.S. 287 Bailey K. Ashford","40.697856","-73.98112"
"Flatbush","Brooklyn Dreams Charter School","40.632149","-73.969887"
"Cypress Hills-City Line","Highland Park Community School","40.685852","-73.869434"
"Forest Hills","J.H.S. 157 Stephen A. Halsey","40.732348","-73.852879"
"East Harlem North","Harlem Prep Charter School","40.801547","-73.935335"
"Battery Park City-Lower Manhattan","Battery Park City School","40.706384","-74.017456"
"East New York","Liberty Avenue Middle School","40.677112","-73.884211"
"Brownsville","Brownsville Ascend Charter School","40.668608","-73.918123"
"Canarsie","Explore Excel Charter School","40.642684","-73.90788"
"Upper East Side-Carnegie Hill","P.S. 006 Lillie D. Blake","40.777737","-73.960427"
"Bedford","Brooklyn Charter School","40.69447","-73.947256"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Digital Arts and Cinema Technology High School","40.685006","-73.993293"
"Ocean Hill","P.S. 178 Saint Clair Mckelway","40.67538","-73.915337"
"Gramercy","High School for Health Professions and Human Servi","40.732665","-73.98259"
"Forest Hills","P.S. 220 Edward Mandel","40.736314","-73.852621"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Sheepshead Bay High School","40.593157","-73.936635"
"Crown Heights South","Brooklyn School for Music & Theatre","40.669805","-73.960689"
"Fordham South","KIPP Freedom Charter School","40.857932","-73.903764"
"Kingsbridge Heights","P.S. X015 Institute for Environmental Learning","40.859243","-73.909763"
"Lower East Side","JHS 056 Corlears","40.7137","-73.9863"
"Claremont-Bathgate","South Bronx Classical Charter School IV","40.829793","-73.906403"
"Morrisania-Melrose","School for Excellence","40.827455","-73.90392"
"Mount Hope","P.S. 028 Mount Hope","40.848344","-73.903821"
"Yorkville","East Side Middle School","40.780452","-73.947379"
"Mott Haven-Port Morris","Mott Haven Academy Charter School","40.806389","-73.92115"
"Washington Heights North","P.S. 152 Dyckman Valley","40.859804","-73.927578"
"Chinatown","High School for Dual Language and Asian Studies","40.717329","-73.989329"
"Mott Haven-Port Morris","Brilla Veritas Charter School","40.815311","-73.921481"
"Longwood","Literacy Center - Bronx","0","0"
"Maspeth","P.S. 58 - The School of Heroes","40.728517","-73.890638"
"Astoria","Global Scholars Academies Of Long Island City","40.765881","-73.933907"
"Laurelton","P.S. 156 Laurelton","40.672259","-73.743327"
"Manhattanville","High School for Mathematics, Science and Engineeri","40.820208","-73.950354"
"Bushwick South","P.S./I.S. 045 Horace E. Greene","40.686424","-73.91043"
"University Heights-Morris Heights","Charter High School for Law and Social Justice","40.853728","-73.911708"
"Cypress Hills-City Line","Cypress Hills Ascend Charter School","40.681183","-73.867071"
"Spuyten Duyvil-Kingsbridge","P.S. X037 - Multiple Intelligence School","40.877935","-73.913694"
"East Harlem South","East Harlem Scholars Academy Charter School","40.79001","-73.942482"
"Lenox Hill-Roosevelt Island","P.S. 183 Robert L. Stevenson","40.763804","-73.957731"
"Brownsville","P.S./I.S. 323","40.666187","-73.911279"
"Gramercy","Union Square Academy for Health Sciences","40.735361","-73.987064"
"North Side-South Side","Harry Van Arsdale High School","40.7151","-73.9548"
"Woodlawn-Wakefield","P.S. 019 Judith K. Weiss","40.899351","-73.866949"
"Gravesend","Leaders High School","40.593028","-73.986313"
"Queensbridge-Ravenswood-Long Island City","Energy Tech High School","40.756471","-73.932628"
"Springfield Gardens South-Brookville","P.S. 052 Queens","40.661427","-73.767161"
"West Farms-Bronx River","The Cinema School","40.832508","-73.878191"
"Central Harlem North-Polo Grounds","Frederick Douglass Academy","40.823988","-73.935746"
"Ridgewood","Grover Cleveland High School","40.711881","-73.909202"
"Arden Heights","P.S. 004 Maurice Wollin","40.552059","-74.195281"
"Steinway","I.S. 141 The Steinway","40.775766","-73.904508"
"North Side-South Side","Conselyea Preparatory School","40.715268","-73.9573"
"Crown Heights South","International High School at Prospect Heights","40.669805","-73.960689"
"Gravesend","Kingsborough Early College School","40.593028","-73.986313"
"Bushwick North","The Brooklyn School for Social Justice","40.696457","-73.911751"
