"nta_name","location_name","latitude","longitude"
"East Concourse-Concourse Village","Bronx Writing Academy","40.832022","-73.91435"
"Pomonok-Flushing Heights-Hillcrest","Queens Gateway to Health Sciences Secondary School","40.718027","-73.805923"
"Jamaica","Cambria Heights Academy","40.711857","-73.771196"
"Richmond Hill","P.S. 273","40.693613","-73.844335"
"Upper West Side","P.S. 084 Lillian Weber","40.789479","-73.968419"
"South Ozone Park","P.S. 108 Captain Vincent G. Fowler","40.679083","-73.831025"
"Central Harlem North-Polo Grounds","Harlem Renaissance High School","40.807692","-73.939974"
"Bedford","Leadership Prep Bedford Stuyvesant Uncommon Prep C","40.68192","-73.9456"
"Rugby-Remsen Village","Brooklyn Science and Engineering Academy","40.647851","-73.925592"
"North Corona","P.S. Q016 The Nancy DeBenedittis School","40.748996","-73.860547"
"Clinton","P.S. 051 Elias Howe","40.761487","-73.995825"
"Co-op City","I.S. 181 Pablo Casals","40.874035","-73.831669"
"Washington Heights South","Castle Bridge School","40.841032","-73.938701"
"Ocean Hill","Mott Hall IV","40.678124","-73.915106"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Brooklyn International High School","40.69733","-73.984528"
"Annadale-Huguenot-Prince's Bay-Eltingville","South Richmond High School I.S./P.S. 25","40.512019","-74.218688"
"Schuylerville-Throgs Neck-Edgewater Park","Mott Hall Community School","40.826794","-73.818083"
"West Farms-Bronx River","The Urban Assembly Charter School for Computer Sci","40.832508","-73.878191"
"Stuyvesant Heights","Success Academy Charter School - Bed-Stuy 2","40.697619","-73.943279"
"Fordham South","P.S. 033 Timothy Dwight","40.861698","-73.901268"
"East New York","P.S. 36","40.660465","-73.887195"
"West Concourse","Family Life Academy Charter School III","40.816245","-73.929949"
"Briarwood-Jamaica Hills","P.S. 182 Samantha Smith","40.70675","-73.803183"
"Crown Heights North","Middle School for Academic and Social Excellence","40.67229","-73.937601"
"Lower East Side","P.S. 015 Roberto Clemente","40.722075","-73.978747"
"Claremont-Bathgate","Bronx Charter School for Excellence 5","40.847487","-73.89654"
"Glen Oaks-Floral Park-New Hyde Park","P.S. 191 Mayflower","40.734266","-73.708617"
"Ridgewood","P.S. 239","40.699431","-73.903838"
"Bushwick North","The Brooklyn School for Math and Research","40.696457","-73.911751"
"Van Cortlandt Village","P.S. 086 Kingsbridge Heights","40.869061","-73.897066"
"Jamaica","Queens High School for the Sciences at York Colleg","40.700884","-73.798364"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","P.S. 052 Sheepshead Bay","40.588372","-73.940135"
"Melrose South-Mott Haven North","NYC Charter High School for Architecture, Engineer","40.821682","-73.910421"
"Canarsie","The Science And Medicine Middle School","40.647396","-73.891743"
"Stuyvesant Heights","P.S. 081 Thaddeus Stevens","40.692866","-73.935123"
"Manhattanville","P.S. 192 Jacob H. Schiff","40.82051","-73.952023"
"Windsor Terrace","M.S. 442 Carroll Gardens School for Innovation","40.656952","-73.983116"
"Crown Heights South","Citizens of the World Charter School New York 2 Cr","40.663964","-73.935753"
"Brownsville","The Cultural Arts Academy at Spring Creek Charter","40.65452","-73.908341"
"Washington Heights North","Amber Charter School II","40.853517","-73.932869"
"Annadale-Huguenot-Prince's Bay-Eltingville","Tottenville High School","40.528152","-74.193431"
"Washington Heights South","I S 090 Mirabel Sisters","40.8393","-73.9362"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Edmund W. Gordon Brooklyn Laboratory Charter Schoo","40.70043","-73.987399"
"Brownsville","Brownsville Collegiate Charter School","40.668768","-73.90514"
"Erasmus","High School for Service & Learning at Erasmus","40.649602","-73.957173"
"University Heights-Morris Heights","The New American Academy at Roberto Clemente State","40.8524","-73.9216"
"Central Harlem North-Polo Grounds","Storefront Academy Harlem Charter School","40.807581","-73.937717"
"Claremont-Bathgate","Urban Assembly School for Applied Math and Science","40.839508","-73.901774"
"Clinton","Manhattan Bridges High School","40.765474","-73.9927"
"Morningside Heights","P.S. 036 Margaret Douglas","40.810705","-73.957409"
"North Side-South Side","P.S. 019 Roberto Clemente","40.710107","-73.954678"
"Williamsbridge-Olinville","High School for Contemporary Arts","40.875172","-73.861649"
"Claremont-Bathgate","P.S. 042 Claremont","40.838636","-73.903243"
"Schuylerville-Throgs Neck-Edgewater Park","Urban Institute of Mathematics","40.826794","-73.818083"
"Bronxdale","High School of Language and Innovation","40.860443","-73.860729"
"South Ozone Park","John Adams High School","40.680065","-73.838616"
"Midwood","I. S. 381","40.623788","-73.946836"
"Westchester-Unionport","P.S./M.S. 194","40.83541","-73.846594"
"Longwood","Peace and Diversity Academy","40.827539","-73.896925"
"Central Harlem North-Polo Grounds","Harlem Children's Zone Promise Academy II Charter","40.807019","-73.938714"
"Claremont-Bathgate","Leadership Institute","40.841758","-73.897943"
"Baisley Park","Success Academy Charter School - South Jamaica","40.675626","-73.799756"
"Soundview-Castle Hill-Clason Point-Harding Park","Millennium Art Academy","40.821218","-73.85593"
"Far Rockaway-Bayswater","Frederick Douglass Academy VI High School","40.601537","-73.763995"
"Crown Heights North","P.S. 093 William H. Prescott","40.679079","-73.946381"
"East Harlem South","Young Women's Leadership School","40.792932","-73.947171"
"West Concourse","P.S. X114 - Luis Llorens Torres Schools","40.834979","-73.923297"
"Claremont-Bathgate","Bronx Center for Science and Mathematics","40.833884","-73.902794"
"Schuylerville-Throgs Neck-Edgewater Park","P.S. X010","40.82708","-73.829211"
"Queensbridge-Ravenswood-Long Island City","P.S. 111 Jacob Blackwell","40.758342","-73.939181"
"Douglas Manor-Douglaston-Little Neck","P.S. 094 David D. Porter","40.771258","-73.738703"
"Baisley Park","Rochdale Early Advantage Charter School","40.680016","-73.778613"
"Corona","Elm Tree Elementary School","40.741139","-73.863408"
"Douglas Manor-Douglaston-Little Neck","J.H.S. 067 Louis Pasteur","40.762241","-73.734832"
"Schuylerville-Throgs Neck-Edgewater Park","Home Instruction","40.831829","-73.827642"
"Soundview-Castle Hill-Clason Point-Harding Park","The Bronx Mathematics Preparatory School","40.815043","-73.85607"
"Flatlands","P.S. 203 Floyd Bennett School","40.622108","-73.925732"
"Battery Park City-Lower Manhattan","John V. Lindsay Wildcat Academy Charter School","40.705605","-74.015837"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","P.S. 307 Daniel Hale Williams","40.701789","-73.981599"
"Lower East Side","University Neighborhood High School","40.712269","-73.984128"
"East Concourse-Concourse Village","New Explorers High School","40.821828","-73.922366"
"Eastchester-Edenwald-Baychester","One World Middle School at Edenwald","40.886002","-73.839682"
"Chinatown","The Urban Assembly School for Emergency Management","40.711441","-74.000851"
"Manhattanville","Urban Assembly Academy for Future Leaders","40.815747","-73.95552"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Success Academy Charter School - Cobble Hill","40.685006","-73.993293"
"Lenox Hill-Roosevelt Island","Eleanor Roosevelt High School","40.770288","-73.953276"
"Fort Greene","P.S. K753 - School for Career Development","40.682576","-73.969248"
"Battery Park City-Lower Manhattan","Millennium High School","40.704697","-74.011202"
"East New York","P.S. 159 Isaac Pitkin","40.676111","-73.869705"
"Upper West Side","MS 244m Columbus Middle School","40.7808","-73.9769"
"East Tremont","Frederick Douglass Academy V. Middle School","40.848748","-73.888987"
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Success Academy Charter School - Bergen Beach - Ne","40.620537","-73.912914"
"Hudson Yards-Chelsea-Flatiron-Union Square","James Baldwin School, The: A School for Expedition","40.743407","-74.00254"
"Mott Haven-Port Morris","Legacy College Preparatory","40.813077","-73.919979"
"West Brighton","P.S. 370","40.577709","-73.969872"
"park-cemetery-etc-Brooklyn","The Urban Assembly School for Collaborative Health","40.693002","-73.869305"
"East New York (Pennsylvania Ave)","P.S. 013 Roberto Clemente","40.664067","-73.893328"
"Old Astoria","P.S. 171 Peter G. Van Alst","40.770926","-73.929093"
"Whitestone","J.H.S. 194 William Carr","40.783231","-73.80699"
"Soundview-Castle Hill-Clason Point-Harding Park","P.S. 182","40.818925","-73.856976"
"Ocean Hill","Brooklyn Collegiate: A College Board School","40.674456","-73.912685"
"East Harlem North","Harlem Village Academy East Charter School","40.799265","-73.93374"
"Georgetown-Marine Park-Bergen Beach-Mill Basin","P.S. 222 Katherine R. Snyder","40.614005","-73.939205"
"Crotona Park East","Samara Community School","40.834188","-73.886995"
"Spuyten Duyvil-Kingsbridge","Amber Charter School II","40.880738","-73.907295"
"Kingsbridge Heights","P.S. 291","40.859243","-73.909763"
"Park Slope-Gowanus","P.S. 124 Silas B. Dutcher","40.667464","-73.99062"
"Lower East Side","P.S. 140 Nathan Straus","40.719148","-73.983769"
"Upper East Side-Carnegie Hill","P.S. 77 Lower Lab School","40.785018","-73.95042"
"Mott Haven-Port Morris","J. M. Rapport School Career Development","40.811051","-73.909363"
"Co-op City","The Equality Charter School","40.864073","-73.823816"
"Elmhurst","Pan American International High School","40.743228","-73.871505"
"Kew Gardens Hills","P.S. 219 Paul Klapper","40.737448","-73.823841"
"Park Slope-Gowanus","P.S. 282 Park Slope","40.676649","-73.977983"
"Windsor Terrace","P.S. 130 The Parkside","40.648924","-73.976053"
"Mott Haven-Port Morris","Family Life Academy Charter School II","40.811562","-73.925416"
"Flushing","The Active Learning Elementary School","40.754483","-73.826192"
"Flatlands","P.S. 251 Paerdegat","40.63195","-73.923894"
"Briarwood-Jamaica Hills","Hillcrest High School","40.709461","-73.803001"
"Longwood","P.S. 062 Inocensio Casanova","40.813736","-73.900161"
"Richmond Hill","P.S. 254 - The Rosa Parks School","40.6972","-73.847886"
"Greenpoint","Believe Southside Charter High School","40.719818","-73.947932"
"Hunts Point","P.S. 150 Charles James Fox","40.82471","-73.894349"
"Elmhurst","Civic Leadership Academy","40.743228","-73.871505"
"Rugby-Remsen Village","New Hope Academy Charter School","40.643897","-73.922733"
"Crotona Park East","P.S. 066 School of Higher Expectations","40.831493","-73.88654"
"East New York","East New York Middle School of Excellence","40.669358","-73.879131"
"East Concourse-Concourse Village","DreamYard Preparatory School","40.839307","-73.911366"
"Briarwood-Jamaica Hills","Thomas A. Edison Career and Technical Education Hi","40.716071","-73.799692"
"East Harlem South","Heritage School, The","40.791966","-73.946879"
"Bushwick South","P.S. 274 Kosciusko","40.694179","-73.92818"
"Williamsbridge-Olinville","The Bronxwood Preparatory Academy","40.888242","-73.852714"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Waterside Children's Studio School","40.580907","-73.83109"
"Bushwick North","P.S. 151 Lyndon B. Johnson","40.693432","-73.908242"
"Mott Haven-Port Morris","P.S. 277","40.813385","-73.913872"
"East Concourse-Concourse Village","Concourse Village Elementary School","40.823014","-73.922527"
"Longwood","Bronx Lighthouse Charter School","40.823228","-73.897394"
"Belmont","High School for Energy and Technology","40.855392","-73.882487"
"Stuyvesant Heights","P.S. 005 Dr. Ronald McNair","40.685241","-73.92197"
"Grasmere-Arrochar-Ft. Wadsworth","P.S. 39 Francis J. Murphy Jr.","40.597824","-74.07061"
"Williamsbridge-Olinville","Globe School for Environmental Research","40.880649","-73.860126"
"Sunset Park East","The School of Creativity and Innovation","40.643018","-74.004306"
"Prospect Lefferts Gardens-Wingate","Lefferts Gardens Charter School","40.656276","-73.95381"
"East Concourse-Concourse Village","J.H.S. 022 Jordan L. Mott","40.832022","-73.91435"
"West Concourse","Mount Eden Children's Academy","40.842503","-73.916084"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Leon M. Goldstein High School for the Sciences","40.578356","-73.934449"
"Soundview-Bruckner","P.S. 583","40.826949","-73.859622"
"Washington Heights North","The College Academy","40.856532","-73.92606"
"Briarwood-Jamaica Hills","P.S. 131 Abigail Adams","40.71715","-73.794061"
"Morrisania-Melrose","Jane Addams High School for Academic Careers","40.821723","-73.902892"
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Gaynor McCown Expeditionary Learning School","40.581958","-74.159343"
"East New York","Achievement First Linden Elementary School","40.659934","-73.885704"
"Gravesend","International High School at Lafayette","40.593028","-73.986313"
"Claremont-Bathgate","I.S. 219 New Venture School","40.833493","-73.903951"
"Brownsville","I.S. 392","40.665553","-73.91788"
"Crown Heights North","Paul Robeson High School","40.675905","-73.939282"
"Gramercy","Manhattan Comprehensive Night and Day High School","40.732699","-73.984333"
"Battery Park City-Lower Manhattan","P.S. 89","40.71701","-74.013967"
"Bensonhurst East","Success Academy Charter School - Bensonhurst - New","40.608135","-73.984985"
"Melrose South-Mott Haven North","Bronx Haven High School","40.818645","-73.919949"
"Williamsbridge-Olinville","Evander Childs High School","40.8759","-73.8619"
"Van Cortlandt Village","International School for Liberal Arts","40.869061","-73.897066"
"Van Nest-Morris Park-Westchester Square","Icahn Charter School 2","40.845023","-73.857989"
"park-cemetery-etc-Brooklyn","Franklin K. Lane High School","40.693002","-73.869305"
"Bayside-Bayside Hills","M.S. 158 Marie Curie","40.756562","-73.771878"
"Flushing","East-West School of International Studies","40.74943","-73.821402"
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","P.S. 069 Daniel D. Tompkins","40.59148","-74.157327"
"Canarsie","Brooklyn Comprehensive Night High School","40.6333","-73.9167"
"Ridgewood","P.S. 068 Cambridge","40.696961","-73.897372"
"Stuyvesant Heights","Young Scholars' Academy for Discovery and Explorat","40.693654","-73.941278"
"Stapleton-Rosebank","P.S. 65 The Academy of Innovative Learning","40.633666","-74.078337"
"Charleston-Richmond Valley-Tottenville","P.S. 6 Corporal Allan F. Kivlehan School","40.510207","-74.230118"
"Hollis","Pathways College Preparatory School: A College Boa","40.705989","-73.752885"
"Gramercy","47 The American Sign Language and English Secondar","40.738374","-73.981329"
"Bushwick North","P.S. 086 The Irvington","40.700595","-73.917804"
"Hudson Yards-Chelsea-Flatiron-Union Square","Success Academy Charter School - Hudson Yards","40.758759","-73.996499"
"Queensbridge-Ravenswood-Long Island City","Growing Up Green Charter School","40.752598","-73.935743"
"Brooklyn Heights-Cobble Hill","P.S. 008 Robert Fulton","40.700709","-73.992841"
"Hunters Point-Sunnyside-West Maspeth","I.S. 125 Thom J. McCann Woodside","40.740452","-73.918762"
"Lower East Side","P.S. 064 Robert Simon","40.72313","-73.981597"
"Canarsie","Academy for Conservation and the Environment","40.634451","-73.916927"
"Crown Heights South","P.S. 161 The Crown","40.665757","-73.949243"
"University Heights-Morris Heights","P.S. 091 Bronx","40.858286","-73.907494"
"Bensonhurst West","Brooklyn Studio Secondary School","40.60498","-73.995084"
"Claremont-Bathgate","Icahn Charter School","40.838654","-73.904703"
"Williamsbridge-Olinville","Bronx Academy of Health Careers","40.875172","-73.861649"
"Ft. Totten-Bay Terrace-Clearview","P.S. 184 Flushing Manor","40.778334","-73.799158"
"Chinatown","Lower Manhattan Arts Academy","40.717329","-73.989329"
"Springfield Gardens South-Brookville","P.S. 251 Queens","40.664809","-73.759396"
"Briarwood-Jamaica Hills","P.S. 117 J. Keld / Briarwood School","40.710428","-73.812968"
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan Business Academy","40.743407","-74.00254"
"Battery Park City-Lower Manhattan","Leadership and Public Service High School","40.708971","-74.012465"
"Cambria Heights","Law, Government and Community Service High School","40.698786","-73.74633"
"Lower East Side","P.S. 137 John L. Bernstein","40.714248","-73.983854"
"Prospect Lefferts Gardens-Wingate","I S 391 Mahalia Jackson","40.6624","-73.9364"
"Borough Park","J.H.S. 223 The Montauk","40.6351","-73.982424"
"Bay Ridge","P.S. 264 Bay Ridge Elementary School For The Arts","40.621025","-74.029444"
"Baisley Park","P.S. 223 Lyndon B. Johnson","40.673898","-73.78953"
"Briarwood-Jamaica Hills","J.H.S. 217 Robert A. Van Wyck","40.710384","-73.811461"
"Eastchester-Edenwald-Baychester","MS 142 John Philip Sousa","40.886002","-73.839682"
"Soundview-Castle Hill-Clason Point-Harding Park","P.S. 069 Journey Prep School","40.8167","-73.86046"
"Sunset Park East","J.H.S. 220 John J. Pershing","40.640997","-74.00125"
"Flatbush","P.S. 249 The Caton","40.649509","-73.966456"
"Prospect Lefferts Gardens-Wingate","School for Democracy and Leadership","40.658671","-73.943839"
"Belmont","Knowledge and Power Preparatory Academy Internatio","40.859466","-73.888625"
"Georgetown-Marine Park-Bergen Beach-Mill Basin","P.S. 312 Bergen Beach","40.622442","-73.909554"
"University Heights-Morris Heights","M.S. 390","40.854335","-73.913016"
"Sunset Park East","P.S. 094 The Henry Longfellow","40.64373","-74.008795"
"Sunset Park West","Sunset Park Prep","40.652127","-74.007596"
"Crotona Park East","P.S. 050 Clara Barton","40.834188","-73.886995"
"Washington Heights North","P.S. 189","40.853045","-73.928048"
"Canarsie","The Fresh Creek School","40.653368","-73.893294"
"East Concourse-Concourse Village","P.S. 090 George Meany","40.831873","-73.917526"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Waterside School For Leadership","40.580907","-73.83109"
"Hollis","P.S. 118 Lorraine Hansberry","40.703182","-73.765237"
"Lincoln Square","Martin Luther King Hs","40.7743","-73.9848"
"Claremont-Bathgate","P.S. 023 The New Children's School","40.853294","-73.894951"
"Erasmus","Science, Technology and Research Early College Hig","40.649602","-73.957173"
"Greenpoint","P.S. 031 Samuel F. Dupont","40.72697","-73.954139"
"Grymes Hill-Clifton-Fox Hills","P.S. 057 Hubert H. Humphrey","40.611136","-74.083799"
"Central Harlem South","Future Leaders Institute Charter School","40.806055","-73.948385"
"East Concourse-Concourse Village","Sheridan Academy for Young Leaders","40.831873","-73.917526"
"West Farms-Bronx River","High School of World Cultures","40.832508","-73.878191"
"Lenox Hill-Roosevelt Island","Urban Academy Laboratory High School","40.765638","-73.959777"
"Schuylerville-Throgs Neck-Edgewater Park","I.S. 192 Piagentini-Jones","40.8265","-73.8184"
"Norwood","P.S. 056 Norwood Heights","40.875481","-73.874912"
"SoHo-TriBeCa-Civic Center-Little Italy","Broome Street Academy Charter School","40.723911","-74.004692"
"Erasmus","Fahari Academy Charter School","40.648352","-73.95348"
"Fort Greene","Dr. Susan S. McKinney Secondary School of the Arts","40.697177","-73.976104"
"Jackson Heights","P.S. 280","40.753345","-73.874109"
"Prospect Heights","I.S. 340","40.676357","-73.970315"
"Murray Hill","J.H.S. 189 Daniel Carter Beard","40.759963","-73.818399"
"Marble Hill-Inwood","Bronx School of Law and Finance","40.877379","-73.912686"
"Pelham Parkway","P.S. 108 Philip J. Abinanti","40.8547","-73.8532"
"West Farms-Bronx River","Pan American International High School at Monroe","40.832508","-73.878191"
"Oakwood-Oakwood Beach","P.S. 023 Richmondtown","40.570765","-74.133216"
"Mott Haven-Port Morris","P.S./I.S. 224","40.810314","-73.918774"
"Hollis","P.S. 035 Nathaniel Woodhull","40.713438","-73.768894"
"Stuyvesant Heights","School of Business, Finance and Entrepreneurship","40.691467","-73.932254"
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","CSI High School for International Studies","40.581958","-74.159343"
"Carroll Gardens-Columbia Street-Red Hook","P.S. 058 The Carroll","40.680379","-73.995486"
"park-cemetery-etc-Brooklyn","J.H.S. 278 Marine Park","40.606745","-73.938721"
"West Brighton","Coney Island Preparatory Public Charter School","40.582518","-73.972009"
"Chinatown","Seward Park Hs","40.7168","-73.9893"
"Hamilton Heights","Neighborhood Charter School of Harlem","40.823676","-73.945427"
"Manhattanville","Powell M.S. for Law & Social Justice","40.8153","-73.9553"
"Marble Hill-Inwood","Harold O. Levy School","40.865556","-73.925464"
"Elmhurst","College And Career Academies High School At Newtow","40.740824","-73.874129"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","P.S. K811 Connie Lekas School","40.591132","-73.93861"
"East Concourse-Concourse Village","New Millennium Bronx Academy of the Arts","40.827438","-73.914067"
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan Village Academy","40.741963","-73.991966"
"Hunts Point","South Bronx Classical Charter School","40.822056","-73.894368"
"Woodlawn-Wakefield","P.S. 068 Bronx","40.891603","-73.83888"
"Ocean Hill","District 23 HS#1","40.677528","-73.904143"
"Clinton Hill","Benjamin Banneker Academy","40.695389","-73.968759"
"Stapleton-Rosebank","The Eagle Academy for Young Men of Staten Island","40.620443","-74.080695"
"Rugby-Remsen Village","P.S. 244 Richard R. Green","40.647851","-73.925592"
"Richmond Hill","Epic High School - North","40.693013","-73.829409"
"West Farms-Bronx River","Archer Elementary School","40.838151","-73.866038"
"St. Albans","Eagle Academy for Young Men III","40.69172","-73.778924"
"Crown Heights North","M.S. K394","40.67271","-73.928917"
"Spuyten Duyvil-Kingsbridge","In-Tech Academy (M.S. / High School 368)","40.877935","-73.913694"
"Belmont","P.S. 205 Fiorello LaGuardia","40.855759","-73.881753"
"Ft. Totten-Bay Terrace-Clearview","P.S. 209 Clearview Gardens","40.783777","-73.795845"
"Arden Heights","I.S. 075 Frank D. Paulo","40.544535","-74.197033"
"Chinatown","P.S. 042 Benjamin Altman","40.716126","-73.990826"
"Elmhurst-Maspeth","P.S. 007 Louis F. Simeone","40.739644","-73.882446"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Pacific High School","40.690007","-73.989369"
"Canarsie","District 18 ES#1","40.642684","-73.90788"
"Washington Heights South","M.S. 319 - Maria Teresa","40.839139","-73.935815"
"Sunset Park East","P.S. 169 Sunset Park","40.645825","-74.0017"
"Baisley Park","Project Blend","40.6841","-73.8015"
"Soundview-Castle Hill-Clason Point-Harding Park","P.S. 100 Isaac Clason","40.822552","-73.86276"
"Astoria","P.S. 166 Henry Gradstein","40.757497","-73.926249"
"Middle Village","P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen","40.715005","-73.885974"
"Chinatown","Essex Street Academy","40.717329","-73.989329"
"Hammels-Arverne-Edgemere","JHS 198 Benjamin N Cardozo","40.594","-73.7862"
"Williamsbridge-Olinville","Bronx Charter School for Excellence 4","40.888351","-73.862924"
"Brownsville","General D. Chappie James Middle School of Science","40.659618","-73.913508"
"Cambria Heights","P.S. 176 Cambria Heights","40.684987","-73.729226"
"Claremont-Bathgate","P.S./M.S. 004 Crotona Park West","40.841758","-73.897943"
"Bay Ridge","P.S./I.S. 30 Mary White Ovington","40.633598","-74.02395"
"Central Harlem South","P.S. 180 Hugo Newman","40.80757","-73.955861"
"East Williamsburg","Lyons Community School","40.709765","-73.944463"
"Central Harlem South","Harlem Hebrew Language Charter School","40.804559","-73.952751"
"East New York (Pennsylvania Ave)","Brooklyn Gardens Elementary School","40.665446","-73.897604"
"East Village","IS 370m Learning Project Ms","40.7297","-73.9829"
"Morrisania-Melrose","Morris Academy for Collaborative Studies","40.827455","-73.90392"
"Carroll Gardens-Columbia Street-Red Hook","South Brooklyn Community High School","40.677968","-74.014363"
"Stuyvesant Heights","The Brooklyn Academy of Global Finance","40.691467","-73.932254"
"Windsor Terrace","The Windsor Terrace School","40.657002","-73.975967"
"Gramercy","P.S. M226","40.732665","-73.98259"
"East Concourse-Concourse Village","South Bronx Community Charter School","40.821828","-73.922366"
"East New York (Pennsylvania Ave)","Essence School","40.662243","-73.894877"
"Jamaica","The Queens School for Leadership and Excellence","40.708698","-73.797981"
"Madison","J.H.S. 234 Arthur W. Cunningham","40.604447","-73.955217"
"Midtown-Midtown South","Satellite Academy High School","40.747425","-73.990562"
"Gravesend","Lafayette High School","40.593028","-73.986313"
"Clinton","Beacon High School","40.760858","-73.996262"
"Stuyvesant Heights","P.S. 309 The George E. Wibecan Preparatory Academy","40.6881","-73.924422"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","Academy Of Career Exploration Of Sheepshead Bay","40.593157","-73.936635"
"East New York (Pennsylvania Ave)","East New York Family Academy","40.673766","-73.895976"
"Spuyten Duyvil-Kingsbridge","Milton Fein School","40.881562","-73.905697"
"Soundview-Castle Hill-Clason Point-Harding Park","Success Academy Charter School - Bronx 4 - New Yor","40.822925","-73.859998"
"Erasmus","Norma Adams Clemons Academy","40.648973","-73.956279"
"Rosedale","P.S. 195 William Haberle","40.652641","-73.735618"
"Queensbridge-Ravenswood-Long Island City","Newcomers High School","40.751838","-73.936592"
"Prospect Lefferts Gardens-Wingate","Achievement First Voyager Charter School","40.656276","-73.95381"
"Claremont-Bathgate","I.S. 313 School of Leadership Development","40.840536","-73.904353"
"Jamaica","P.S. 095 Eastwood","40.711295","-73.783283"
"Dyker Heights","The Christa McAuliffe School\I.S. 187","40.627929","-74.003883"
"Maspeth","I.S. 73 - The Frank Sansivieri Intermediate School","40.728558","-73.893318"
"Hammels-Arverne-Edgemere","P.S. 105 The Bay School","40.595911","-73.780961"
"Central Harlem South","Frederick Douglass Academy II Secondary School","40.80261","-73.954152"
"Rugby-Remsen Village","New American Academy Charter School","40.651642","-73.914282"
"Bedford","P.S. 368","40.696698","-73.947557"
"Mott Haven-Port Morris","University Prep Charter Middle School","40.811051","-73.909363"
"Belmont","Bronx High School for Law and Community Service","40.859466","-73.888625"
"Kingsbridge Heights","P.S. 310 Marble Hill","40.872477","-73.905547"
"Brownsville","Brownsville Collaborative Middle School","40.671015","-73.907718"
"East Concourse-Concourse Village","Creo College Preparatory Charter School","40.820059","-73.925045"
"Crown Heights North","P.S. 289 George V. Brower","40.674244","-73.942401"
"Bushwick North","Bushwick Hs","40.697","-73.9108"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","P.S. 038 The Pacific","40.684945","-73.982826"
"Melrose South-Mott Haven North","South Bronx Academy for Applied Media","40.818703","-73.905389"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","MS 180 Gerald R. Dever Ms","40.5841","-73.8257"
"Prospect Lefferts Gardens-Wingate","International Arts Business School","40.658671","-73.943839"
"Van Cortlandt Village","World View High School","40.879958","-73.889011"
"West Village","P.S. M721 - Manhattan Occupational Training Center","40.729052","-74.006155"
"Williamsburg","Williamsburg Collegiate Charter School","40.706069","-73.962049"
"East Concourse-Concourse Village","Bronx School for Law, Government and Justice","40.827461","-73.919024"
"Flatbush","Midwood High School","40.632829","-73.952356"
"Soundview-Bruckner","J.H.S. 125 Henry Hudson","40.829153","-73.857882"
"South Jamaica","P.S./I.S. 116 William C. Hughley","40.70084","-73.781839"
"Hudson Yards-Chelsea-Flatiron-Union Square","N.Y.C. Lab School for Collaborative Studies","40.742512","-74.002222"
"East Flatbush-Farragut","P.S. 109","40.635842","-73.933099"
"Glen Oaks-Floral Park-New Hyde Park","P.S. 186 Castlewood","40.749556","-73.721594"
"Washington Heights North","Dos Puentes Elementary School","40.850561","-73.933964"
"South Ozone Park","P.S. 100 Glen Morris","40.679694","-73.821545"
"East Harlem South","J.H.S. 013 Jackie Robinson","40.793649","-73.948488"
"Forest Hills","J.H.S. 190 Russell Sage","40.723478","-73.8517"
"Elmhurst","VOYAGES Preparatory","40.743228","-73.871505"
"Whitestone","P.S. 129 Patricia Larkin","40.789926","-73.839505"
"East Concourse-Concourse Village","Bronx Early College Academy for Teaching & Learnin","40.828009","-73.917705"
"Far Rockaway-Bayswater","Success Academy Charter School - Far Rockaway","40.604019","-73.749891"
"Brighton Beach","P.S. 209 Margaret Mead","40.5868","-73.961191"
"St. Albans","Riverton Street Charter School","40.689012","-73.763282"
"Brownsville","New Visions A.I.M. Charter High School I","40.666251","-73.923881"
"Starrett City","I.S. 364 Gateway","40.646211","-73.881115"
"Marble Hill-Inwood","Inwood Academy for Leadership Charter School","40.865508","-73.918591"
"Lindenwood-Howard Beach","P.S. 146 Howard Beach","40.660531","-73.834896"
"Central Harlem North-Polo Grounds","Democracy Prep Endurance Charter School","40.810499","-73.948902"
"Longwood","New Day Academy","40.826933","-73.900593"
"Borough Park","P.S. 226 Alfred De B. Mason","40.615405","-73.977099"
"Crown Heights North","ACORN Community High School","40.678591","-73.961636"
"Morrisania-Melrose","New Visions Charter High School for Advanced Math","40.821723","-73.902892"
